Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,213,55,120,42,0,20
4,223,64,140,35,1,15
5,221,64,120,47,0,0
6,232,68,161,44,3,5
7,213,78,141,41,2,5
8,264,65,132,47,0,30
9,264,66,144,42,3,0
10,243,82,154,41,2,10
11,255,72,128,42,2,10
12,244,94,149,43,5,15
13,240,98,133,43,6,15
14,230,110,138,39,8,15
15,273,107,150,40,7,35
16,263,98,129,51,5,35
17,284,127,143,47,6,20
18,277,121,154,31,6,35
19,296,114,168,52,4,35
20,251,125,140,45,10,30
21,266,124,147,27,10,35
22,260,126,166,49,6,50
23,289,133,136,43,14,30
24,286,143,139,45,17,65
25,261,135,141,43,14,65
26,293,159,159,44,7,60
27,252,132,157,42,8,55
