Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,231,64,119,34,1,0
4,234,63,119,47,1,10
5,221,80,135,44,3,0
6,218,67,140,49,4,5
7,239,61,144,31,1,10
8,201,61,155,41,3,15
9,245,81,143,43,3,5
10,216,82,133,53,7,35
11,259,91,144,44,7,20
12,275,82,162,50,6,30
13,250,94,147,46,5,30
14,231,85,163,31,6,45
15,239,101,141,39,3,20
16,229,101,152,38,6,25
17,245,128,141,37,2,20
18,223,136,139,49,11,15
19,252,117,159,45,5,45
20,260,129,165,50,5,25
21,269,113,134,37,11,35
22,243,144,148,61,6,30
23,246,133,150,40,6,45
24,263,132,160,37,10,35
25,255,133,160,47,10,30
26,246,146,140,54,7,35
27,290,133,177,55,10,55
