Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,198,65,131,38,1,0
4,226,63,132,38,1,5
5,251,69,145,32,5,15
6,192,79,146,46,1,20
7,243,64,157,42,3,15
8,234,73,170,34,4,10
9,241,80,145,50,3,15
10,251,89,141,42,5,25
11,228,92,161,40,3,10
12,236,95,128,39,2,25
13,240,87,141,37,4,15
14,271,94,145,45,4,20
15,256,105,150,48,6,5
16,241,103,161,48,2,30
17,245,122,143,44,12,10
18,248,110,159,38,12,30
19,294,116,160,53,3,60
20,258,131,152,43,2,35
21,258,142,168,42,9,15
22,248,135,145,39,11,25
23,265,130,160,59,8,35
24,269,128,158,39,10,30
25,257,132,169,50,12,65
26,261,134,180,48,10,65
27,251,147,155,51,10,50
