Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,198,58,105,40,2,10
4,215,68,147,38,4,10
5,237,62,135,39,2,15
6,240,69,145,39,1,15
7,253,70,119,35,2,10
8,241,94,126,41,2,10
9,229,74,145,38,3,5
10,257,69,168,48,3,20
11,258,69,147,49,4,10
12,262,85,176,46,4,15
13,243,99,129,39,6,15
14,247,117,141,51,7,35
15,290,116,165,49,7,20
16,270,122,143,53,5,40
17,239,113,151,45,7,15
18,266,106,149,52,7,40
19,252,117,170,35,8,40
20,263,122,171,44,5,35
21,266,122,180,35,10,30
22,272,125,166,47,9,35
23,251,119,154,53,9,40
24,263,138,168,50,13,50
25,251,140,158,39,7,60
26,283,138,168,41,13,45
27,281,138,160,47,10,60
