Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,282,61,129,50,2,40
4,316,58,124,40,1,20
5,276,69,138,37,5,15
6,308,85,140,41,3,15
7,324,78,158,36,2,15
8,316,82,140,40,2,20
9,329,91,135,52,2,10
10,312,89,152,39,3,15
11,334,84,128,41,8,10
12,297,118,149,38,4,35
13,318,108,153,43,4,25
14,324,120,169,46,6,15
15,318,129,171,45,4,20
16,325,128,154,59,5,15
17,299,124,150,43,5,20
18,328,140,164,46,5,25
19,316,133,166,52,10,25
20,348,144,178,46,7,50
21,319,142,157,41,7,25
22,359,170,155,60,12,40
23,350,171,165,38,8,45
24,305,184,167,47,4,65
25,322,159,157,53,11,35
26,315,188,169,46,5,25
27,307,168,153,55,12,20
