Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,210,72,129,37,2,0
4,194,88,100,42,1,5
5,229,65,120,39,4,15
6,241,86,120,38,5,20
7,242,62,121,45,3,20
8,236,82,130,34,3,20
9,251,84,142,32,5,10
10,246,79,114,41,2,15
11,265,92,131,40,3,25
12,260,81,136,58,5,15
13,259,84,158,41,3,15
14,270,112,155,49,5,20
15,245,111,122,41,6,20
16,293,113,137,41,8,15
17,237,125,131,53,5,10
18,242,132,154,43,11,40
19,270,135,167,43,9,65
20,260,126,143,50,7,30
21,280,117,144,50,10,35
22,284,161,150,51,9,40
23,278,129,160,46,10,50
24,274,144,151,46,14,35
25,271,130,128,50,6,65
26,270,143,155,52,17,65
27,291,152,157,40,10,55
