Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,208,55,140,50,3,30
4,212,61,131,32,3,15
5,235,71,153,42,2,5
6,225,61,122,45,1,25
7,257,67,127,39,8,5
8,216,64,119,41,1,45
9,247,105,142,32,1,5
10,237,82,143,36,6,0
11,235,84,167,36,4,5
12,255,75,139,34,5,15
13,256,102,169,31,6,40
14,278,70,133,54,5,30
15,261,91,165,43,4,30
16,278,101,163,49,5,15
17,263,107,158,40,7,20
18,266,115,150,52,15,40
19,271,117,181,45,8,45
20,257,128,146,44,4,45
21,293,121,167,50,14,35
22,258,132,166,43,8,75
23,288,137,145,50,9,25
24,261,136,169,48,11,55
25,272,153,147,47,17,40
26,271,143,167,40,7,75
27,277,153,160,45,11,45
