Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,200,60,144,28,1,15
4,186,65,130,40,0,0
5,216,81,127,32,0,0
6,210,75,129,52,1,0
7,214,71,132,49,2,10
8,210,66,125,42,3,5
9,216,74,135,40,1,15
10,245,83,137,44,6,5
11,229,89,143,38,2,25
12,219,67,138,39,4,5
13,236,103,142,50,0,10
14,224,100,146,48,5,10
15,212,97,130,42,4,25
16,233,90,145,44,3,10
17,228,104,150,40,6,20
18,215,103,130,42,5,20
19,218,103,144,46,2,15
20,258,105,160,74,6,15
21,240,115,169,46,9,35
22,248,130,164,46,6,30
23,221,121,148,37,5,45
24,256,133,158,45,7,25
25,241,124,143,42,8,40
26,225,120,167,42,7,40
27,252,146,152,48,6,30
