Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,202,63,143,39,1,5
4,201,68,131,39,1,20
5,201,61,137,44,3,10
6,208,76,140,49,1,10
7,198,64,145,47,1,5
8,199,75,140,34,3,0
9,218,80,135,49,6,20
10,235,70,163,44,3,30
11,232,74,141,47,3,10
12,213,76,145,49,6,25
13,249,87,157,44,7,15
14,218,103,134,46,1,40
15,227,95,152,56,5,0
16,256,83,156,44,7,30
17,243,116,137,46,6,35
18,210,97,168,36,3,25
19,271,85,161,46,13,15
20,250,121,154,51,7,35
21,228,107,161,50,10,60
22,235,114,166,51,7,45
23,277,133,167,42,13,10
24,233,132,178,37,9,65
25,211,122,165,55,16,45
26,227,164,165,44,8,60
27,227,145,154,45,4,45
