Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,206,63,126,44,1,15
4,236,81,99,46,4,5
5,214,79,129,34,1,20
6,212,83,133,39,0,5
7,254,74,145,39,2,5
8,248,75,126,48,1,5
9,235,65,130,55,3,5
10,228,87,141,48,3,5
11,231,75,150,54,1,10
12,240,89,143,44,4,20
13,238,84,135,48,3,15
14,251,94,163,43,7,5
15,244,113,165,46,4,20
16,279,99,183,38,6,25
17,254,111,170,42,5,25
18,282,117,135,47,9,15
19,283,136,162,45,7,40
20,252,137,158,46,7,20
21,244,111,157,62,7,60
22,264,121,154,45,4,40
23,261,143,159,43,5,25
24,247,149,161,63,9,25
25,250,134,160,37,9,55
26,279,146,155,44,8,40
27,277,145,174,46,9,30
