Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,198,58,133,37,1,15
4,199,69,107,35,2,10
5,211,74,102,27,2,15
6,239,77,109,44,2,5
7,232,67,110,40,2,15
8,249,71,115,42,1,5
9,210,83,130,47,2,10
10,259,89,103,37,3,15
11,280,82,115,28,6,10
12,278,107,115,32,3,15
13,262,115,144,36,8,25
14,216,101,100,40,2,25
15,252,103,155,44,4,20
16,276,118,134,37,6,10
17,274,115,132,45,3,30
18,269,86,137,39,11,5
19,284,121,137,39,9,35
20,280,115,145,58,9,45
21,250,128,142,58,3,45
22,259,123,144,38,12,25
23,249,147,126,53,8,50
24,259,134,159,54,13,55
25,283,134,129,47,9,40
26,233,130,135,41,19,70
27,278,153,136,43,11,75
