Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,217,66,137,26,0,25
4,236,65,140,46,3,5
5,206,61,152,52,2,5
6,247,70,113,40,4,15
7,216,77,142,47,1,20
8,231,75,142,39,3,5
9,245,97,154,40,3,25
10,228,79,134,54,1,10
11,221,94,134,43,0,5
12,246,94,137,43,6,10
13,211,98,137,50,4,25
14,244,91,155,51,3,20
15,255,103,144,44,6,20
16,245,96,136,56,5,20
17,237,97,126,43,8,15
18,233,108,163,52,4,35
19,246,124,133,51,4,25
20,215,104,167,32,5,15
21,232,125,145,46,6,10
22,266,119,146,39,7,30
23,233,135,177,47,9,55
24,247,119,156,41,6,40
25,236,130,146,50,4,35
26,228,121,158,39,6,25
27,258,135,150,50,11,15
