Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,224,57,124,39,0,5
4,206,63,137,25,2,0
5,222,53,125,33,1,15
6,213,83,146,50,4,0
7,220,76,151,38,3,15
8,219,86,126,50,4,5
9,231,80,132,48,0,25
10,218,84,149,55,1,10
11,231,76,150,41,4,5
12,262,87,146,41,3,25
13,234,112,149,47,5,5
14,243,89,158,38,5,20
15,250,107,140,50,7,10
16,256,94,151,51,2,45
17,253,106,138,40,6,15
18,263,97,148,37,6,20
19,218,108,157,41,5,25
20,263,125,152,54,5,30
21,266,112,144,40,4,30
22,226,130,159,43,9,25
23,238,121,165,43,3,45
24,231,133,165,53,4,30
25,253,137,138,41,7,20
26,259,132,146,49,5,30
27,256,142,167,44,8,25
