Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,202,61,119,39,0,10
4,222,79,127,35,0,15
5,217,75,138,38,2,5
6,222,90,139,53,0,10
7,233,74,128,44,5,5
8,243,70,134,27,3,5
9,247,78,149,39,5,15
10,215,76,161,38,3,30
11,248,95,153,37,6,5
12,254,89,130,39,2,20
13,262,99,127,40,7,15
14,235,96,156,44,2,20
15,234,97,153,50,3,30
16,254,112,143,36,4,15
17,262,86,166,44,4,25
18,252,119,180,51,5,35
19,269,106,164,47,6,20
20,272,122,175,42,11,20
21,235,127,150,47,10,35
22,245,123,154,47,10,65
23,258,124,175,57,11,20
24,248,119,193,52,14,75
25,245,139,153,51,7,80
26,244,148,159,45,11,25
27,252,148,154,63,11,25
