Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,195,75,106,35,0,25
4,223,80,130,42,1,0
5,226,75,143,51,0,0
6,217,82,144,44,0,10
7,211,82,155,41,1,5
8,258,77,116,44,2,0
9,239,79,129,45,2,0
10,245,79,159,52,1,25
11,241,90,136,42,6,0
12,243,88,140,36,2,25
13,260,87,128,43,5,10
14,250,94,142,40,7,20
15,257,93,136,43,4,20
16,276,107,154,34,6,35
17,259,81,149,50,7,25
18,258,100,166,53,4,15
19,250,134,170,32,8,30
20,252,111,171,52,5,30
21,277,116,145,44,10,20
22,259,134,155,45,7,40
23,274,139,162,47,5,50
24,238,138,145,60,8,45
25,282,136,166,34,7,35
26,264,124,183,50,9,15
27,237,145,171,56,8,55
