Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,229,78,142,44,0,10
4,212,64,115,44,2,15
5,224,65,144,45,0,10
6,222,63,132,36,0,5
7,243,79,140,48,4,0
8,200,78,147,39,4,5
9,225,85,139,54,3,15
10,222,97,142,45,1,30
11,202,82,129,36,3,15
12,235,78,134,31,5,15
13,233,80,143,40,2,15
14,223,83,131,51,7,10
15,223,100,148,49,3,10
16,260,93,146,50,1,35
17,229,91,154,57,1,0
18,226,100,135,46,3,10
19,250,96,153,53,6,5
20,246,122,161,45,1,15
21,226,133,146,52,7,10
22,244,112,157,50,5,45
23,261,105,156,59,7,20
24,243,133,152,46,7,25
25,270,115,171,50,8,30
26,227,146,151,34,6,45
27,231,137,166,55,4,30
