Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,228,52,135,40,4,25
4,216,58,150,62,1,20
5,229,54,135,41,3,10
6,230,63,141,49,4,10
7,220,68,137,45,1,15
8,240,67,135,40,3,25
9,240,54,147,42,4,20
10,256,81,155,53,3,25
11,247,76,136,49,4,5
12,257,80,133,44,2,10
13,286,80,151,57,4,15
14,258,75,151,52,7,20
15,270,100,162,51,6,30
16,243,83,149,47,5,35
17,257,74,184,58,7,25
18,257,93,160,54,5,35
19,255,94,158,54,3,35
20,234,110,162,51,7,15
21,265,117,158,51,7,20
22,278,135,176,53,5,15
23,280,111,191,54,9,50
24,288,110,167,63,12,40
25,264,105,150,53,10,35
26,263,130,177,46,10,55
27,250,121,176,50,15,60
