Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,214,56,129,36,1,15
4,228,73,154,31,2,20
5,230,72,140,36,4,10
6,217,56,132,54,2,15
7,231,57,125,36,3,10
8,245,89,150,37,3,20
9,239,96,134,42,1,10
10,268,91,147,51,6,5
11,247,101,136,42,4,15
12,255,96,140,40,2,30
13,246,99,146,38,5,5
14,255,79,129,52,4,25
15,249,103,159,51,5,10
16,242,107,162,44,7,40
17,243,102,161,36,5,20
18,259,129,175,52,5,30
19,268,115,158,59,7,20
20,252,127,163,41,7,35
21,245,106,145,41,11,40
22,262,111,175,45,13,45
23,280,149,158,53,11,35
24,271,129,152,51,9,55
25,275,142,173,43,8,50
26,265,142,185,41,7,45
27,286,169,191,47,14,40
