Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,207,64,130,42,4,15
4,207,62,134,36,2,15
5,223,79,138,47,2,15
6,244,78,141,49,3,15
7,231,82,164,43,1,0
8,214,93,163,58,0,15
9,222,91,143,44,2,5
10,225,90,161,36,4,0
11,227,85,148,48,5,20
12,241,106,149,55,2,35
13,221,85,141,40,6,5
14,230,92,144,57,4,10
15,249,100,140,42,7,25
16,264,92,127,38,6,15
17,212,106,164,49,2,25
18,233,109,158,53,10,30
19,246,114,153,38,5,45
20,242,132,148,60,5,30
21,279,116,140,59,5,30
22,222,120,144,51,6,30
23,232,106,153,57,3,15
24,242,129,151,49,9,20
25,233,129,150,46,7,30
26,250,112,174,45,6,40
27,254,132,145,49,9,30
