Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,190,69,139,54,0,35
4,221,75,134,52,1,10
5,239,70,138,49,0,5
6,247,75,145,51,5,0
7,237,77,145,42,2,10
8,233,89,141,57,3,10
9,208,86,164,51,5,15
10,246,80,140,48,1,30
11,249,82,125,56,0,15
12,275,85,160,45,4,5
13,231,81,147,35,4,15
14,249,102,151,43,5,10
15,252,93,167,57,6,15
16,265,94,157,58,7,30
17,223,121,139,44,6,5
18,244,114,153,52,7,35
19,238,106,164,50,6,50
20,264,103,162,55,8,35
21,236,113,144,57,6,30
22,247,118,154,56,10,35
23,234,117,146,65,10,40
24,284,141,169,59,13,40
25,235,139,162,55,13,25
26,253,143,166,63,10,60
27,265,144,180,47,11,50
