Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,196,74,141,54,3,10
4,221,76,114,45,0,10
5,235,58,116,43,3,10
6,224,77,147,44,3,5
7,251,72,150,45,2,15
8,260,72,144,39,4,10
9,251,85,141,35,3,15
10,235,100,153,41,0,20
11,250,98,160,47,6,10
12,243,87,147,50,6,15
13,248,93,128,34,5,30
14,276,91,153,44,5,25
15,247,96,131,40,8,20
16,247,99,142,47,4,25
17,250,118,176,42,5,30
18,270,92,157,39,8,20
19,255,117,158,51,7,35
20,254,115,151,51,10,30
21,276,117,159,62,9,55
22,252,124,163,58,3,65
23,259,130,165,51,9,20
24,230,128,151,44,14,55
25,260,127,168,58,8,35
26,258,134,153,60,15,35
27,252,153,173,44,6,60
