Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,204,65,151,49,3,30
4,241,60,148,38,2,10
5,234,80,120,38,2,10
6,229,74,140,42,1,10
7,221,87,120,34,3,15
8,214,85,132,35,5,5
9,219,87,134,41,1,25
10,228,85,147,36,2,10
11,222,104,135,42,1,5
12,242,87,146,40,3,15
13,217,85,144,63,5,15
14,258,94,140,37,2,15
15,249,109,165,42,2,15
16,240,92,150,50,3,10
17,231,109,129,51,2,15
18,241,113,131,41,3,15
19,267,95,155,42,1,10
20,248,125,156,39,9,0
21,267,133,136,39,2,40
22,231,118,147,35,12,15
23,232,120,162,45,4,25
24,246,139,160,55,4,30
25,249,135,152,51,5,30
26,217,139,158,61,10,20
27,234,128,186,56,4,40
