Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,221,80,142,38,0,0
4,238,54,138,44,5,5
5,208,83,124,35,2,5
6,226,66,139,50,2,0
7,234,84,141,53,5,20
8,228,83,139,39,2,20
9,251,88,151,60,1,5
10,287,76,123,41,6,30
11,235,89,146,44,7,30
12,227,98,142,44,8,15
13,241,93,133,48,3,25
14,255,94,159,44,4,15
15,230,97,152,32,5,35
16,258,99,130,41,3,25
17,283,113,165,45,3,30
18,228,112,161,51,4,20
19,253,114,122,44,7,5
20,266,102,158,42,13,30
21,261,145,156,36,6,45
22,258,143,150,48,8,25
23,236,152,175,44,9,50
24,235,147,174,52,14,65
25,276,116,157,50,8,65
26,276,137,156,44,12,40
27,254,138,163,47,5,40
