Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,213,55,120,42,0,20
4,217,64,139,35,1,15
5,208,64,117,47,0,0
6,220,68,154,44,3,5
7,207,76,137,41,2,5
8,245,64,127,46,0,30
9,246,65,136,42,3,0
10,229,81,151,39,2,10
11,229,72,123,40,1,10
12,222,93,140,42,5,10
13,205,98,128,42,7,15
14,205,107,131,37,4,15
15,259,102,140,37,6,35
16,249,94,120,51,5,20
17,258,124,131,47,5,20
18,256,113,154,28,5,30
19,270,108,154,52,2,30
20,224,115,132,45,7,20
21,246,120,138,27,6,25
22,234,114,155,50,3,35
23,254,124,129,42,12,15
24,272,133,137,44,12,55
25,229,129,133,45,9,55
26,271,147,150,45,3,30
27,237,128,148,40,5,20
