Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,195,80,130,44,1,20
4,184,60,140,46,2,10
5,190,70,142,40,4,15
6,180,77,122,42,2,5
7,200,68,147,53,3,15
8,164,53,150,40,1,15
9,181,74,121,57,3,10
10,190,77,139,48,3,15
11,169,72,140,59,5,20
12,225,72,137,52,8,25
13,188,70,156,41,5,35
14,197,82,154,37,4,15
15,213,98,126,45,6,10
16,223,91,160,33,13,15
17,199,94,164,47,9,50
18,216,96,147,48,2,55
19,206,92,184,46,3,30
20,227,90,149,42,8,35
21,188,105,149,38,7,25
22,218,97,147,54,12,30
23,238,125,136,46,8,50
24,211,121,154,44,14,45
25,203,121,157,45,13,45
26,209,115,166,58,11,45
27,196,129,159,52,6,40
