Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,214,65,133,38,2,25
4,233,68,131,39,3,25
5,247,68,156,43,0,15
6,265,56,146,39,3,10
7,241,60,137,47,1,10
8,250,72,116,33,2,10
9,229,94,145,37,3,5
10,267,83,140,39,1,5
11,264,90,135,31,4,10
12,241,104,145,42,2,15
13,235,108,157,49,7,20
14,241,96,153,49,5,20
15,249,96,159,42,5,35
16,250,123,154,47,5,20
17,253,113,154,49,7,10
18,273,135,189,58,3,35
19,259,117,175,47,5,30
20,245,126,148,40,11,20
21,244,130,154,58,8,55
22,228,140,160,31,7,30
23,239,120,149,52,13,40
24,270,123,152,42,7,40
25,264,135,165,55,11,50
26,246,157,197,54,8,40
27,291,139,177,58,10,65
