Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,222,66,123,38,0,10
4,190,105,126,40,3,10
5,236,89,136,44,4,5
6,223,104,138,38,3,10
7,209,104,113,37,2,5
8,228,99,122,47,2,10
9,215,115,126,40,3,15
10,235,107,132,37,1,25
11,243,120,132,43,2,20
12,236,102,123,40,3,15
13,211,108,154,36,0,5
14,227,116,129,48,3,0
15,240,110,127,28,6,5
16,239,130,129,60,5,30
17,231,131,136,40,3,30
18,223,139,132,37,6,5
19,240,132,134,38,5,35
20,252,137,146,52,3,20
21,248,134,126,36,9,25
22,222,153,136,35,9,20
23,255,156,149,40,6,40
24,246,155,164,36,7,35
25,235,169,139,41,4,40
26,263,172,156,32,6,20
27,253,163,161,38,11,25
