Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,204,59,140,38,1,10
4,207,74,136,40,0,5
5,220,65,121,36,0,0
6,242,76,140,43,3,0
7,245,65,153,44,1,20
8,239,86,145,54,3,0
9,243,92,154,36,3,0
10,254,92,164,71,4,25
11,272,77,176,51,0,20
12,278,84,153,51,4,5
13,236,93,138,41,3,15
14,293,87,139,36,3,10
15,247,120,169,44,6,10
16,282,110,166,49,6,15
17,266,116,156,43,7,20
18,266,136,170,44,11,45
19,258,112,153,39,8,50
20,254,124,158,38,8,35
21,269,133,155,46,5,40
22,267,123,160,53,6,35
23,259,113,156,46,17,30
24,265,140,155,46,11,45
25,270,143,178,56,7,55
26,261,142,171,51,12,75
27,278,157,183,47,9,50
