Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,238,61,122,44,2,10
4,222,66,143,42,2,15
5,210,63,115,45,0,15
6,243,74,136,38,0,5
7,256,65,163,47,8,0
8,244,71,149,35,1,20
9,239,70,148,45,3,20
10,243,101,148,32,4,15
11,268,77,143,41,0,15
12,226,81,143,51,2,5
13,236,95,146,47,2,15
14,228,107,130,46,3,10
15,215,101,164,51,5,20
16,250,92,170,42,7,15
17,257,124,145,49,4,10
18,263,127,147,38,4,25
19,262,108,149,47,2,30
20,231,121,171,51,4,20
21,246,130,148,50,7,10
22,237,106,154,46,8,20
23,237,134,167,57,10,35
24,259,119,177,44,7,50
25,275,148,143,53,8,30
26,258,147,164,57,7,25
27,233,132,172,42,16,25
