Cycle_id,T2DM_diagnosis_event,T2DM_death_event,CHD_diagnosis_event,CHD_death_event,HCC_diagnosis_event,HCC_death_event
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,190,64,136,40,1,0
4,193,67,135,43,4,10
5,233,62,122,30,3,15
6,221,65,137,44,2,15
7,219,85,143,41,1,10
8,224,74,138,35,2,25
9,222,84,116,40,4,10
10,207,92,134,44,5,10
11,247,81,132,47,2,15
12,238,96,122,40,2,10
13,221,80,138,36,6,15
14,251,80,151,53,2,15
15,214,99,153,42,4,20
16,209,87,126,38,4,5
17,254,116,137,44,4,20
18,229,86,147,49,4,25
19,270,100,125,42,7,10
20,236,127,136,44,7,30
21,258,112,158,41,2,35
22,282,137,169,52,3,30
23,237,149,163,46,4,10
24,257,130,152,36,8,20
25,228,143,142,56,7,40
26,231,136,172,54,7,35
27,231,146,169,38,3,35
